model,type,speed,Capacity (GB),Form Factor,DRAM Configuration
Kingston 9905402-168.A00LF 2GB,DDR3,9850,2,,
Kingston 99U5402-051.A00LF 2GB,DDR3,9850,2,,
Micron Technology 8JTF25664JHZ-1G6M2 2GB,DDR3,9800,2,,
Strontium SRT8G86U1-P9H 8GB,DDR3,9800,8,,
Kingston 99U5471-006.A00LF 4GB,DDR3,9800,4,,
Kingston TSB1333D3S9SR8/2G 2GB,DDR3,9750,2,,
Kingston 9905471-006.A01LF 4GB,DDR3,9750,4,,
Silicon Power Computer & Communications SP008GBLTU160N02 8GB,DDR3,9750,8,,
Micron Technology 8KTF51264HZ-1G6E1 4GB,DDR3,9750,4,,
Kingston 99U5471-011.A00LF 2GB,DDR3,9700,2,,
Hynix Semiconductor (Hyundai Electronics) HMT41GS6AFR8C-PB 8GB,DDR3,9700,8,,
Kingston 99U5469-048.A00LF 4GB,DDR3,9600,4,,
Kingston 9905458-017.A00LF 4GB,DDR3,9550,4,,
Kingston 99U5402-434.A00LF 4GB,DDR3,9550,4,,
Micron Technology 8KTF51264HZ-1G6D1 4GB,DDR3,9500,4,,
Kingston 9905428-413.A00LF 8GB,DDR3,9450,8,,
A-DATA Technology MIF4D1D167HZ1 8GB,DDR3,9400,8,,
A-DATA Technology AD73I1C1674EV 4GB,DDR3,9400,4,,
Nanya Technology NT2GC64B88G0NS-CG 2GB,DDR3,9400,2,,
Transcend Information TS512MSK64V3H 4GB,DDR3,9300,4,,
Samsung M392B1K70CM0-CH9 8GB,DDR3,9300,8,,
Kingston 99U5428-073.A00G 8GB,DDR3,9300,8,,
Patriot Memory (PDP Systems) PSD38G13332S 8GB,DDR3,9200,8,,
Kingston HP16D3LS1KFG/8G 8GB,DDR3,9200,8,,
Wilk Elektronik S.A. GR1333D364L9/4G 4GB,DDR3,9200,4,,
Smart Modular SH564568FH8N0QHSCG 2GB,DDR3,9150,2,,
Micron Technology 8JSF25664HZ-1G4D1 2GB,DDR3,9100,2,,
Kingston 99U5582-008.A00G 4GB,DDR3,9050,4,,
Samsung M392B5170EM1-CH9 4GB,DDR3,9000,4,,
Transcend Information TS1GSK64V6H 8GB,DDR3,8950,8,,
Samsung M393B2G70EB0-CMA 16GB,DDR3,8950,16,,
takeMS International AG TMS4GB364E081169EM 4GB,DDR3,8750,4,,
AMD AE32G1339U1 2GB,DDR3,8700,2,,
Samsung M393B2G70DB0-CMA 16GB,DDR3,8700,16,,
Ramaxel Technology RMR5030MM58E8F1600 2GB,DDR3,8450,2,,
Samsung M393B5170FH0-YH9 4GB,DDR3,8350,4,,
Kingston 99U5428-052.A00G 8GB,DDR3,8300,8,,
Samsung M393B2G70BH0-YK0 16GB,DDR3,7800,16,,
SK Hynix HMT84GR7MMR4A-H9 32GB,DDR3,6800,32,,
Kingston 99U5584-011.A00LF 4GB,DDR3,10700,4,,
Apacer Technology 78.A1GDE.C7Z0C 2GB,DDR3,10650,2,,
Carry Technology Co. Ltd. U3A4G93-13G9BE3B00 4GB,DDR3,10600,4,,
Crucial Technology CT25664BA1339.D8F1 2GB,DDR3,10450,2,,
Kingston 9905402-663.A00LF 4GB,DDR3,10450,4,,
Crucial Technology ST25664BA1339.8FMD 2GB,DDR3,10400,2,,
A-DATA Technology AD63I1C08ZZE1 4GB,DDR3,10400,4,,
Kingmax Semiconductor FLFF65F-D8KQ9 4GB,DDR3,10350,4,,
Kingston 9905584-029.A00LF 4GB,DDR3,10350,4,,
SK Hynix HMT451S6BFR8C-PB 4GB,DDR3,10300,4,,
Kingmax Semiconductor FLGF65F-D8KQB 4GB,DDR3,10250,4,,
Kingmax Semiconductor FLGF65F-D8WMB 4GB,DDR3,10250,4,,
Kingston 99U5402-056.A00LF 2GB,DDR3,10200,2,,
Micron Technology ITC 4GB,DDR3,10200,4,,
Kingston 9905402-532.A00LF 4GB,DDR3,10150,4,,
Kingmax Semiconductor FSGG43F-D8KLB 8GB,DDR3,10100,8,,
Samsung M378B5773CH0-CH9 2GB,DDR3,10100,2,,
Nanya Technology M2F4G64CB8HG4N-CG 4GB,DDR3,10050,4,,
Kingston 9905403-558.A00LF 8GB,DDR3,10050,8,,
Micron Technology 8KTF25664AZ-1G6M1 2GB,DDR3,10000,2,,
G Skill Intl F3-10666CL9-2GBXL 2GB,DDR3,9950,2,,
Crucial Technology CT102464BA1339.M16 8GB,DDR3,9950,8,,
Micron Technology 9JSF51272AZ-1G9P1 4GB,DDR3,9950,4,,
Hynix Semiconductor (Hyundai Electronics) HMT325U6,DDR3,9900,HMT325U6,,
Corsair CMX6GX3M3A1333C9 2GB,DDR3,9900,2,,
Crucial Technology RM51264BA1339.16FR 4GB,DDR3,9850,4,,
Hynix Semiconductor (Hyundai Electronics) HMT325U6BFR8C-H9 2GB,DDR3,9850,2,,
Kingston 99U5402-464.A00LF 4GB,DDR3,9800,4,,
Swissbit SLU08G64B5BD2SA-DC 8GB,DDR3,9750,8,,
Kingston 9905403-172.A00LF 2GB,DDR3,9750,2,,
A-DATA Technology AM2L16BC8R2-B0QS 8GB,DDR3,9750,8,,
Kingston 9905469-144.A00LF 4GB,DDR3,9750,4,,
Kingston KHX1333C7D3/2GX 2GB,DDR3,9700,2,,
Corsair CMSO8GX3M2C1600C11 4GB,DDR3,9700,4,,
Hynix Semiconductor (Hyundai Electronics) MPPU8GBPC1600 8GB,DDR3,9700,8,,
Kingston 9905471-084.A01LF 8GB,DDR3,9650,8,,
Micron Technology 99P5474-055.A00LF 4GB,DDR3,9650,4,,
Kingston 99U5402-462.A00LF 4GB,DDR3,9650,4,,
Kingston 9905403-632.A00G 8GB,DDR3,9550,8,,
Kingston 99U5469-053.A00LF 4GB,DDR3,9550,4,,
Panram International Corporation PSD3L1600C118GVS 8GB,DDR3,9550,8,,
Teikon TMT41GU6FFR8C-PBEJ 8GB,DDR3,9500,8,,
Kingston 9905469-103.A00LF 4GB,DDR3,9450,4,,
Micron Technology 4JSF12864HZ-1G4D1 1GB,DDR3,9450,1,,
Hynix Semiconductor (Hyundai Electronics) HMT451S6BFR8A-PB 4GB,DDR3,9450,4,,
Corsair CMZ16GX3M2A2400C10 8GB,DDR3,9400,8,,
Transcend Information JM1600KSH-8G 8GB,DDR3,9350,8,,
Kingston 9905471-061.A00LF 8GB,DDR3,9300,8,,
Ramaxel Technology RMT3160EB68FAW1600 8GB,DDR3,9250,8,,
Kingston 99U5428-059.A00LF 8GB,DDR3,9250,8,,
Kingston KX830D-HYC 4GB,DDR3,9200,4,,
Kingston 99U5458-035.A00LF 8GB,DDR3,9150,8,,
Elpida EBJ20UF8BCS0-DJ-F 2GB,DDR3,9100,2,,
Kingston KV1RX3-HYC 2GB,DDR3,9100,2,,
Shenzhen Yong Sheng Technology 9965447-056.A00LF 4GB,DDR3,9100,4,,
Micron Technology 16JTF1G64HZ-1G6E1 8GB,DDR3,9100,8,,
Hynix Semiconductor (Hyundai Electronics) HMT325S6CFR8C-H9 2GB,DDR3,9050,2,,
SK Hynix HMT31GR7EFR4A-H9 8GB,DDR3,9000,8,,
Nanya Technology M2S8G64CB8HB5N-DI 8GB,DDR3,9000,8,,
Kingston 99U5428-065.A00LF 8GB,DDR3,8650,8,,
Unigen Corporation U25U7211N8UU-BDD 2GB,DDR3,8600,2,,
Micron Technology 16JTF51264AZ-1G6K1 4GB,DDR3,8550,4,,
Kingmax Semiconductor FLFE85F-C8KF9 2GB,DDR3,8500,2,,
Samsung M393B2G70BH0-YH9 16GB,DDR3,8500,16,,
Micron Technology 36KSF2G72PZ-1G6E1 16GB,DDR3,8050,16,,
Micron Technology 9KSF51272AZ-1G6P1 4GB,DDR3,7650,4,,
Mushkin 993990 4GB,DDR3,7550,4,,
Micron Technology 18KSF51272PZ-1G4K1 4GB,DDR3,7450,4,,
Strontium SRT2G86U1-H9H 2GB,DDR3,7250,2,,
SK Hynix HMT125U6BFR8C-H9 2GB,DDR3,6150,2,,
Crucial Technology CT51264BA1339J.D8F 4GB,DDR3,10700,4,,
SanMax Technologies Inc. SMD-4G28H2P-16KL 4GB,DDR3,10550,4,,
Kingston 99U5474-016.A00LF 4GB,DDR3,10500,4,,
Mushkin 99[1/6/3]988(E/F) 4GB,DDR3,10350,4,,
TwinMOS 9DECBNZE-TATP 4GB,DDR3,10350,4,,
Kingston 99U5595-005.A00LF 2GB,DDR3,10250,2,,
Kingston 9905402-570.A00LF 4GB,DDR3,10250,4,,
Wilk Elektronik S.A. GY1600D364L9S/4G 4GB,DDR3,10150,4,,
Mushkin 994031 8GB,DDR3,10100,8,,
Kingston 9905402-416.A00LF 2GB,DDR3,10100,2,,
Corsair CMY8GX3M2C1600C9 4GB,DDR3,10050,4,,
Kingston 99U5471-052.A00LF 8GB,DDR3,10050,8,,
Patriot Memory (PDP Systems) PSD34G133381 4GB,DDR3,10000,4,,
Hynix Semiconductor (Hyundai Electronics) HMT451U6BFR8A-PB 4GB,DDR3,10000,4,,
Corsair CMX12GX3M3A1333C9 4GB,DDR3,9900,4,,
OCZ OCZ3P20002G 2GB,DDR3,9900,2,,
Hynix Semiconductor (Hyundai Electronics) HMT125U6TFR8C-H9 2GB,DDR3,9850,2,,
Smart Modular SF564128CJ8N6NNSEG 4GB,DDR3,9800,4,,
Kingston 99P5471-002.A01LF 2GB,DDR3,9750,2,,
A-DATA Technology EL63I1C1624ZV 4GB,DDR3,9750,4,,
Kingston 9905402-571.A00LF 4GB,DDR3,9750,4,,
Kingston 9905403-184.A00LF 4GB,DDR3,9700,4,,
Nanya Technology M2F4G64CB8HD5N-CG 4GB,DDR3,9650,4,,
Kingston ASU16D3LU1KBG/8G 8GB,DDR3,9650,8,,
Samsung M391B5673EH1-CF8 2GB,DDR3,9650,2,,
Kingston 9905458-026.A00LF 4GB,DDR3,9600,4,,
Samsung M393B5170FH0-CK0 4GB,DDR3,9550,4,,
A-DATA Technology AM1L16BC4R1-B1PS 4GB,DDR3,9500,4,,
Micron Technology 18JSF1G72AZ-1G6E1 8GB,DDR3,9500,8,,
Kingston 9905469-154.A00LF 4GB,DDR3,9450,4,,
SK Hynix HMT325S6BFR8C-H9 2GB,DDR3,9450,2,,
Micron Technology 18JSF51272PZ-1G4D1 4GB,DDR3,9450,4,,
Crucial Technology CT51264BF160BJ.M8F 4GB,DDR3,9400,4,,
Kingmax Semiconductor FSFF65F-D8KQ9 4GB,DDR3,9350,4,,
Kingston 9905403-491.A00LF 4GB,DDR3,9300,4,,
Hynix Semiconductor (Hyundai Electronics) HMT451B6AFR8A-PB 4GB,DDR3,9300,4,,
Elpida EBJ81UG8EFU0-GN-F 8GB,DDR3,9300,8,,
Hynix Semiconductor (Hyundai Electronics) HMT351U7BFR8A-H9 4GB,DDR3,9250,4,,
Kingston MSI16D3LS1KBG/8G 8GB,DDR3,9250,8,,
Patriot Memory (PDP Systems) PSD34G133381S 4GB,DDR3,9200,4,,
Kingston 99U5428-073.A00LF 8GB,DDR3,9200,8,,
Nanya Technology NT2GC64B88B0NS-CG 2GB,DDR3,9200,2,,
Micron Technology 16KTF51264HZ-1G6M1 4GB,DDR3,9100,4,,
Kingston 9905417-075.A00G 4GB,DDR3,9050,4,,
Micron Technology 8JTF25664HZ-1G6M1 2GB,DDR3,9000,2,,
SK Hynix HMT151R7BFR4C-H9 4GB,DDR3,9000,4,,
Kingston 99U5428-020.A00LF 8GB,DDR3,8950,8,,
Crucial Technology CT8G3S1339M.M16FED 8GB,DDR3,8850,8,,
Mushkin 991659 (996659) 2GB,DDR3,8800,2,,
Kingston 9905458-030.A00LF 4GB,DDR3,8800,4,,
SK Hynix HMT42GR7CMR4C-H9 16GB,DDR3,8800,16,,
Elpida EBJ20UF8BCF0-DJ-F 2GB,DDR3,8750,2,,
Kingston 9905428-418.A00LF 8GB,DDR3,8700,8,,
Hynix Semiconductor (Hyundai Electronics) DMT351E6CFR8C-H9 4GB,DDR3,8550,4,,
Samsung M393B2G70BH0-CH9 16GB,DDR3,7650,16,,
Apacer Technology AQD-D3L8GN16-MG 8GB,DDR3,7600,8,,
Transcend Information TS256MLK64V3U 2GB,DDR3,5450,2,,
Kingston 99U5471-003.A00LF 2GB,DDR3,10250,2,,
A-DATA Technology AM2L16BC8R2-B0XS 8GB,DDR3,10100,8,,
"PNY Technologies, Inc. 4GBH1X04F1AA28-15 4GB",DDR3,10050,4,,
Kingston 9905471-010.A00LF 4GB,DDR3,10000,4,,
Kingston HP698650-154-MCN 4GB,DDR3,10000,4,,
Mushkin 991776 (998776) 4GB,DDR3,9950,4,,
Unifosa Corporation HU524303EP0200 2GB,DDR3,9950,2,,
Micron Technology 18JSF1G72PZ-1G6E1 8GB,DDR3,9950,8,,
SK Hynix HMT451U6DFR8A-PB 4GB,DDR3,9950,4,,
Wilk Elektronik S.A. GY1866D364L9A/4G 4GB,DDR3,9900,4,,
Micron Technology 36KSF1G72PZ-1G4K1 8GB,DDR3,9900,8,,
Kingston HP698650-154-HYAG 4GB,DDR3,9850,4,,
Crucial Technology CT25664BA1067.M16F 2GB,DDR3,9850,2,,
Nanya Technology M2X8G64CB8HC4N-DG 8GB,DDR3,9800,8,,
ASint Technology SLA304G08-GGNHM 4GB,DDR3,9750,4,,
Kingston 9905471-017.A00LF 4GB,DDR3,9750,4,,
Transcend Information JM1600KLH-4G 4GB,DDR3,9700,4,,
V-Color Technology Inc. TD4G16C9-Z8 4GB,DDR3,9700,4,,
Mushkin 991770 (998770) 4GB,DDR3,9700,4,,
Kingston 99U5428-063.A00LF 8GB,DDR3,9700,8,,
Mushkin 992074 (997074) 8GB,DDR3,9650,8,,
Nanya Technology M2F2G64CB88B7N-CG 2GB,DDR3,9650,2,,
Kingston 99U5471-021.A00LF 4GB,DDR3,9650,4,,
Super Talent SUPERTALENT 2GB,DDR3,9650,2,,
Samsung M471B5173BH0-CK0 4GB,DDR3,9600,4,,
Kingston 99U5474-041.A00LF 4GB,DDR3,9550,4,,
Kingston 9905403-500.A01LF 8GB,DDR3,9550,8,,
Kingston 99U5403-065.A00LF 4GB,DDR3,9500,4,,
Kingston MSI16D3LS1MNG/8G 8GB,DDR3,9500,8,,
Strontium EVMT8G1600U86S 8GB,DDR3,9450,8,,
Samsung M378B5773DH0-CH9 2GB,DDR3,9450,2,,
Kingston 9905584-032.A01LF 4GB,DDR3,9450,4,,
Kingston ASU16D3LS1KFG/4G 4GB,DDR3,9300,4,,
BRC MD3512NSA-CA3G1 4GB,DDR3,9250,4,,
Panram International Corporation PSD31333C94G2VS 4GB,DDR3,9250,4,,
Transcend Information TS1GSK64W6H 8GB,DDR3,9250,8,,
SK Hynix DMT451E6AFR8C-PB 4GB,DDR3,9150,4,,
Buffalo (Formerly Melco) 2GB,DDR3,9150,2,,
Kingston 9905428-401.A00LF 8GB,DDR3,9100,8,,
Samsung M471B5773DH0-CH9 2GB,DDR3,9100,2,,
Smart Modular SH564568FH8NZPHSCR 2GB,DDR3,9000,2,,
Hynix Semiconductor (Hyundai Electronics) HMT325S6,DDR3,8900,HMT325S6,,
Mushkin 992027 4GB,DDR3,8800,4,,
Micron Technology 8KTF25664HZ-1G4M1 2GB,DDR3,8600,2,,
Crucial Technology CT204864BF160B.C16 16GB,DDR3,8500,16,,
SK Hynix HMT351R7EFR8C-RD 4GB,DDR3,8500,4,,
Samsung M386B4G70DM0-CMA4 32GB,DDR3,8450,32,,
Kingston 9965525-026.A00LF 8GB,DDR3,8350,8,,
A Force Manufacturing Ltd. 1GX72V133I 8GB,DDR3,8250,8,,
SK Hynix HMT41GR7AFR4C-RD 8GB,DDR3,8250,8,,
Panram International Corporation 240D38G628HYKLAFR 8GB,DDR3,8050,8,,
Kingston 9905474-057.A00LF 4GB,DDR3,10350,4,,
Kingmax Semiconductor FLGE85F-C8KLBA 2GB,DDR3,10250,2,,
Crucial Technology CT25664BC1339.M8FM 2GB,DDR3,10250,2,,
Nanya Technology M2F2G64CB88G7N-CG 2GB,DDR3,10250,2,,
Mushkin 991573 (996573) 2GB,DDR3,10050,2,,
Transcend Information JM1333KLN-2G 2GB,DDR3,10050,2,,
Kingston 99U5474-026.A00LF 4GB,DDR3,10050,4,,
Hynix Semiconductor (Hyundai Electronics) DMT451E6BFR8C-PB 4GB,DDR3,9950,4,,
Kingston 99U5584-010.A00LF 4GB,DDR3,9950,4,,
Apacer Technology 75.A73C1.G00 2GB,DDR3,9850,2,,
Silicon Power Computer & Communications DBLT4GN568,DDR3,9800,DBLT4GN568,,
Kingston 9905403-888.A00LF 8GB,DDR3,9800,8,,
Crucial Technology ST51264BA1339.16FM 4GB,DDR3,9800,4,,
Elpida EBJ21UE8BDF0-AE-F 2GB,DDR3,9750,2,,
Elpida EBJ20UF8BDW0-GN-F 2GB,DDR3,9750,2,,
Nanya Technology M2F4GH64CB8HB6N-CG 4GB,DDR3,9700,4,,
Kingston ACR16D3LU1MNG/4G 4GB,DDR3,9700,4,,
Kingston 99U5428-040.A01G 4GB,DDR3,9650,4,,
Kingston 99U5403-160.A00LF 8GB,DDR3,9650,8,,
Avant Technology F641GU67G1600G 8GB,DDR3,9600,8,,
G Skill Intl F3-1333C9-4GNS 4GB,DDR3,9550,4,,
Kingston 9905403-112.A00LF 2GB,DDR3,9500,2,,
Transcend Information JM1066KSN-4G 4GB,DDR3,9400,4,,
Mushkin 991988S (996988S) 4GB,DDR3,9350,4,,
Micron Technology 16KTF1G64HZ-1G6P1 8GB,DDR3,9350,8,,
Samsung M378B5273TB0-CK0 4GB,DDR3,9300,4,,
Kingston 9905402-171.A00LF 2GB,DDR3,9300,2,,
Samsung M471B5273CH0-CK0 4GB,DDR3,9300,4,,
Nanya Technology NT2GC64B8HA0NF-BE 2GB,DDR3,9250,2,,
Ramaxel Technology RMT1970ED48E8F1066 2GB,DDR3,9250,2,,
Kingston 9965426-130.A00LF 4GB,DDR3,9250,4,,
SK Hynix HMT325S6CFR8C-PB 2GB,DDR3,9250,2,,
Kingston 99U5471-004.A00LF 2GB,DDR3,9200,2,,
Kingston 99P5474-013.A00LF 4GB,DDR3,9200,4,,
Kingston 99P5474-014.A00LF 4GB,DDR3,9150,4,,
Micron Technology 8KTF25664HZ-1G4K1 2GB,DDR3,9100,2,,
Nanya Technology M2S4G64CC88B4N-DI 4GB,DDR3,9100,4,,
Wilk Elektronik S.A. GR1333S364L9S/4G 4GB,DDR3,9050,4,,
A-DATA Technology AM1L16BC4R1-B1GS 4GB,DDR3,9050,4,,
Hynix Semiconductor (Hyundai Electronics) HMT451S6MFR8A-PB 4GB,DDR3,9050,4,,
A-DATA Technology MIF4D1D167HZ1J 8GB,DDR3,9050,8,,
Hynix Semiconductor (Hyundai Electronics) HMT125S6AFP8C-G7 2GB,DDR3,9000,2,,
Kingston 9905428-435.A00LF 8GB,DDR3,9000,8,,
Panram International Corporation PSD3L1600C118G2VS 8GB,DDR3,8950,8,,
Samsung M393B1K70QB0-YH9 8GB,DDR3,8950,8,,
Kllisre M393B1K70DH0-CK0 8GB,DDR3,8850,8,,
Micron Technology 16JSF25664HZ-1G1F1 2GB,DDR3,8800,2,,
Micron Technology 8JTF25664HZ-1G4M1 2GB,DDR3,8800,2,,
Kingston HP16D3LS1KBGH/4G 4GB,DDR3,8750,4,,
Smart Modular SH564128FJ8NWRNSQG 4GB,DDR3,8700,4,,
Transcend Information JM1333KSN-4G 4GB,DDR3,8650,4,,
SK Hynix HMT425S6CFR6A-PB 2GB,DDR3,8600,2,,
Samsung M393B5273BH1-CH9 4GB,DDR3,8150,4,,
Kingston 9965433-154.A00LF 8GB,DDR3,8150,8,,
SK Hynix HMT42GR7BMR4C-G7 16GB,DDR3,8150,16,,
Kingston 99U4342-013.A00G 4GB,DDR3,8050,4,,
Kingston 9965439-100.A00LF 4GB,DDR3,7800,4,,
Samsung M393B4G70EMB-CK0 32GB,DDR3,7800,32,,
Kingston HP647651-081-HYA 8GB,DDR3,7600,8,,
Hynix Semiconductor (Hyundai Electronics) HMT42GR7AFR4C-RD 16GB,DDR3,7550,16,,
Kingston 99U5402-027.A01LF 2GB,DDR3,10100,2,,
Kingston 99U5402-034.A00LF 4GB,DDR3,10000,4,,
Kingston 99U5403-436.A00LF 8GB,DDR3,9900,8,,
Kingston 99U5474-015.A00LF 2GB,DDR3,9900,2,,
Corsair CMX4GX3M1A1333C9 4GB,DDR3,9900,4,,
takeMS – Ultron AG TMS4GB364E081169AP 4GB,DDR3,9850,4,,
OCZ OCZ3P1333LVAM2G 2GB,DDR3,9800,2,,
ASint Technology SLA302G08-EDJ1C 4GB,DDR3,9800,4,,
SanMax Technologies Inc. SMD-N4G28C1P-16KL 4GB,DDR3,9750,4,,
Corsair CMP24GX3M6A1333C9 4GB,DDR3,9700,4,,
Kingston 9905403-006.A01LF 2GB,DDR3,9550,2,,
Kingston 9905471-023.A00LF 8GB,DDR3,9550,8,,
SK Hynix HMT351S6AFR8C-G7 4GB,DDR3,9500,4,,
Kingston 9905403-547.A00LF 8GB,DDR3,9500,8,,
A-DATA Technology HY64C1C1624ZY 4GB,DDR3,9500,4,,
Hynix Semiconductor (Hyundai Electronics) HMT425S6CFR6A-PB 2GB,DDR3,9450,2,,
Crucial Technology BLT8G3D1608DT2TXOB 8GB,DDR3,9450,8,,
Transcend Information TS512MLK64V6H 4GB,DDR3,9300,4,,
Kingston 9905403-894.A00LF 8GB,DDR3,9250,8,,
Corsair CMSA8GX3M1A1333C9 8GB,DDR3,9050,8,,
Walton Chaintech AU2G733-2G0H90E 2GB,DDR3,8950,2,,
G Skill Intl F3-10666CL9-2GBNQ 2GB,DDR3,8900,2,,
Apacer Technology 78.C1GET.4010C 8GB,DDR3,8850,8,,
Strontium SRT4G88U1-P9H 4GB,DDR3,8750,4,,
Samsung M378B5673FH0-CF8 2GB,DDR3,8700,2,,
Kingston ACR256X64D3U1333C9 2GB,DDR3,8600,2,,
SK Hynix HMT151R7TFR4C-H9 4GB,DDR3,8550,4,,
Micron Technology 16KTF2G64AZ-1G6A1 16GB,DDR3,8400,16,,
Elpida EBJ21UE8BBS0-AE-F 2GB,DDR3,7900,2,,
Patriot Memory (PDP Systems) PSD38G1333L2S 8GB,DDR3,7800,8,,
Samsung M393B2G70EB0-YK0 16GB,DDR3,7650,16,,
Kingston 99U5469-035.A00LF 4GB,DDR3,7600,4,,
Kingston 9965516-430.A00G 16GB,DDR3,7450,16,,
Ramaxel Technology RMR1881ED58E9W1600 4GB,DDR3,7200,4,,
SK Hynix HMT84GL7AMR4A-PB 32GB,DDR3,7100,32,,
SK Hynix HMT325U7CFR8C-PB 2GB,DDR3,6500,2,,
Hynix Semiconductor (Hyundai Electronics) DMT451E6AFR8C-H9 4GB,DDR3,9900,4,,
Micron Technology 18JSF25672AZ-1G1F1 2GB,DDR3,9800,2,,
A-DATA Technology AD63I1C1624EVS 4GB,DDR3,9800,4,,
Kingston 9905428-001.B00LF 2GB,DDR3,9700,2,,
Kingston 9905474-027.A00LF 4GB,DDR3,9650,4,,
Kingston 9905458-009.A00LF 2GB,DDR3,9600,2,,
Corsair CM3X4GB1866C9L4 4GB,DDR3,9550,4,,
Hynix Semiconductor (Hyundai Electronics) HMT451U6AFR8A-PB 4GB,DDR3,9550,4,,
Crucial Technology BLS4G3D169DS1J.8FN 4GB,DDR3,9500,4,,
Micron Technology 8KTF25664HZ-1G6M1 2GB,DDR3,9500,2,,
Apacer Technology 78.B1GEP.9K00C 4GB,DDR3,9500,4,,
Mushkin 991995 (996995) 4GB,DDR3,9500,4,,
Corsair CM3X8GB1600C11N2 8GB,DDR3,9450,8,,
Kingmax Semiconductor FLFF65F-C8KM9 4GB,DDR3,9300,4,,
Kingston ASU16D3LU1KBG/4G 4GB,DDR3,9300,4,,
SK Hynix HMT125U6TFR8C-H9 2GB,DDR3,9300,2,,
Kingston 99U5469-046.A00LF 4GB,DDR3,9300,4,,
OCZ OCZ3P13332G 2GB,DDR3,9250,2,,
Ramaxel Technology RMT3170EF68F9W1600 4GB,DDR3,9150,4,,
SK Hynix HMT41GR7AFR4C-PB 8GB,DDR3,9050,8,,
Corsair CMSO4GX3M1A1600C11 4GB,DDR3,9000,4,,
Wilk Elektronik S.A. GR1333S364L9/8G 8GB,DDR3,9000,8,,
Strontium EVMT4G1333U86S 4GB,DDR3,8950,4,,
Elpida EBJ41UF8EDU0-DJ-F 4GB,DDR3,8950,4,,
Kingston 99P5471-043.A00LF 8GB,DDR3,8850,8,,
Samsung M393B1G73QH0-YK0 8GB,DDR3,8850,8,,
Crucial Technology CT51264BF1339.C16F 4GB,DDR3,8700,4,,
Transcend Information JM1600KSH-4G 4GB,DDR3,8650,4,,
Crucial Technology CT51264BF1339J.M8F 4GB,DDR3,8650,4,,
Micron Technology 36KSF2G72PZ-1G4D1 16GB,DDR3,8550,16,,
Samsung M393B1K70DH0-YH9 8GB,DDR3,8450,8,,
Micron Technology 16KTF1G64HZ-1G6D1 8GB,DDR3,8400,8,,
Ramaxel Technology RMT3010KD58E8F1333 2GB,DDR3,8350,2,,
Kingston 99U5584-012.A00LF 4GB,DDR3,8200,4,,
OCZ OCZ3P1600ELV2G 2GB,DDR3,7550,2,,
Samsung M393B5270DH0-YH9 4GB,DDR3,7500,4,,
Golden Empire CL9-9-9 DDR3-1750 4GB,DDR3,7400,4,,
Micron Technology 18KDF51272PZ-1G4M1 4GB,DDR3,7300,4,,
Hynix Semiconductor (Hyundai Electronics) HMT41GV7AFR8A-PB 8GB,DDR3,7100,8,,
Corsair CMZ8GX3M2B1600C9 4GB,DDR3,9900,4,,
Kingston 99U5474-028.A00LF 4GB,DDR3,9700,4,,
Transcend Information TS512MLK72V3N 4GB,DDR3,9600,4,,
Kingston 99U5469-037.A00LF 4GB,DDR3,9450,4,,
Kingston HP698650-154-KEF 4GB,DDR3,9450,4,,
Kingston ACR512X64D3U13C9G 4GB,DDR3,9400,4,,
Mushkin 992028 8GB,DDR3,9350,8,,
Ramaxel Technology RMR5040ME68FAF1600 8GB,DDR3,9350,8,,
Kingston 99U5402-435.A00LF 4GB,DDR3,9250,4,,
Transcend Information TX2000KLU-6GK 2GB,DDR3,9150,2,,
Apacer Technology 78.B1GEP.C7Z0C 4GB,DDR3,9150,4,,
OCZ OCZ3XTEP2133C9LV2G 2GB,DDR3,9100,2,,
Kingston 9905469-136.A00LF 4GB,DDR3,9000,4,,
Micron Technology 16KTF51264AZ-1G4M1 4GB,DDR3,9000,4,,
Kingston KNWMX1-ETB 4GB,DDR3,9000,4,,
G Skill Intl F3-1333C9-4GISL 4GB,DDR3,8850,4,,
Kingston 9905403-028.A00LF 4GB,DDR3,8800,4,,
SK Hynix HMT325S6CFR8C-H9 2GB,DDR3,8750,2,,
Samsung M471B5673FH0-CF8 2GB,DDR3,8700,2,,
Micron Technology 16JSF51264HZ-1G4D1 4GB,DDR3,8650,4,,
Kingston 99U5428-047.A00LF 4GB,DDR3,8600,4,,
SpecTek Incorporated ZC512M6416V69AD2J- 4GB,DDR3,8550,4,,
Kingston 9965516-139.A00LF 16GB,DDR3,8500,16,,
Kingston 99U5428-046.A00LF 4GB,DDR3,8450,4,,
Samsung M392B5273CH0-YH9 4GB,DDR3,8350,4,,
Kingston KX830D-ELC 4GB,DDR3,8300,4,,
Kingston 99U5469-030.A00LF 4GB,DDR3,8150,4,,
Samsung M393B2K70CM0-YF8 16GB,DDR3,7950,16,,
Nanya Technology NT8GC72C4NG0NL-DI 8GB,DDR3,7900,8,,
Kingston 9905417-040.A00LF 4GB,DDR3,7900,4,,
Ramos Technology EEB4GB681CAE-16IC 4GB,DDR3,7750,4,,
Samsung M393B5273CH0-CH9 4GB,DDR3,7650,4,,
Micron Technology 72JSZS4G72L1G9E2A7 32GB,DDR3,7350,32,,
Kingston 9965516-055.A00LF 8GB,DDR3,7300,8,,
