model,type,speed,Capacity (GB),Form Factor,DRAM Configuration
Kingmax Semiconductor GLLF62F-C6---------- 4GB,DDR4,15100,4,UDIMM,Single Rank
Crucial Technology BL16G32C16U4BL.M8FB1 16GB,DDR4,15050,16,SO-DIMM,Single Rank
Smart Modular SF4641G8CKHI6DFSEG 8GB,DDR4,15050,8,DIMM,Dual In-Line Memory Module
Gold Key Technology Co Ltd GKE800SO102408-2666A 8GB,DDR4,15050,8,SO-DIMM,Single-Rank x16
Kingston KHX2800C14D4/4GX 4GB,DDR4,15000,4,SO-DIMM,Dual In-Line
Avexir Technologies Corporation DDR4-3000 CL16 4GB 4GB,DDR4,14950,4,DIMM,Single Rank x8
Kingston KHX2400C12D4/16GX 16GB,DDR4,14950,16,SO-DIMM,x4
Corsair CMW32GX4M2A2666C16 16GB,DDR4,14950,16,SO-DIMM,"PC4-11900, single module"
Apacer Technology D12.2356WS.001 8GB,DDR4,14950,8,SO-DIMM,Dual Channel
Corsair CM4B8G2J2666A15D 8GB,DDR4,14950,8,DIMM,"Unbuffered, Non-ECC"
Kingston KHX3200C20S4/8G 8GB,DDR4,14950,8,SO-DIMM,Dual Inline
Samsung M378A2K43DB1-CVF 16GB,DDR4,14900,16,SO-DIMM,Dual In-Line Memory Module
Hoodisk Electronics Co Ltd GKE160SO102408-2400 16GB,DDR4,14800,16,SO-DIMM,Unbuffered
Crucial Technology CT16G4DFD8266.C16FN 16GB,DDR4,14800,16,SO-DIMM,Single Rank
Corsair CM4X16GE2666C18S4 16GB,DDR4,14800,16,DIMM,Dual Channel
Silicon Power Computer & Communications SP016GBSFU266F02 16GB,DDR4,14750,16,SO-DIMM,x16
Corsair CM4X8GF2666C18S2 8GB,DDR4,14700,8,DIMM,Dual In-Line Memory Module
Crucial Technology CT16G4DFRA266.C8FB 16GB,DDR4,14700,16,DIMM,Single-Rank
Crucial Technology CT4G4DFS824A.C8FBD1 4GB,DDR4,14650,4,SO-DIMM,Single-Rank
Apacer Technology 76.C102G.D170B 8GB,DDR4,14650,8,SODIMM,Unbuffered
Team Group Inc. TEAMGROUP-SD4-3200 16GB,DDR4,14600,16,SO-DIMM,Dual Channel
Samsung M474A2K43BB1-CRC 16GB,DDR4,14550,16,SO-DIMM,Dual In-Line Memory Module
Essencore Limited KD4AGS88C-26N1900 16GB,DDR4,14500,16,SO-DIMM,Single Rank
G Skill Intl F4-2800C18-16GRS 16GB,DDR4,14450,16,SO-DIMM,Dual Channel
Samsung 9905599-020.A00G 16GB,DDR4,14400,16,SO-DIMM,Dual In-Line Memory Module
G Skill Intl F4-3200C14-8GTZSW 8GB,DDR4,14400,8,SO-DIMM,Dual Channel
Corsair CMD64GX4M4C3200C16 16GB,DDR4,14350,16,DIMM,Dual Channel
Crucial Technology CT16G4SFRA266.M8FB 16GB,DDR4,14200,16,SO-DIMM,UDIMM
Corsair CMR64GX4M4K3600C18 16GB,DDR4,13600,16,DIMM,Dual In-Line Memory Module
A-DATA Technology AD4S3200316G22-BHYD 16GB,DDR4,13550,16,SO-DIMM,PC4-13600
Corsair CMK16GX4M4C3000C16 4GB,DDR4,12750,4,DIMM,Dual Channel
Corsair CMD64GX4M8X3800C19 8GB,DDR4,12350,8,SO-DIMM,Dual Channel
G Skill Intl F4-3866C18-8GTZ 8GB,DDR4,16650,8,DIMM,Dual Channel
Hewlett-Packard 7EH55AA# 8GB,DDR4,15750,8,UDIMM,Single Rank
Mushkin MR[A/B]4U266GHHF16G 16GB,DDR4,15550,16,SO-DIMM,DIMM
G Skill Intl F4-3000C15-16GTZ 16GB,DDR4,15500,16,SO-DIMM,Dual Channel
Golden Empire CL14-16-16 D4-3000 4GB,DDR4,15400,4,DIMM,Dual In-Line Memory Module
Corsair CMD32GX4M4A2400C12 8GB,DDR4,15400,8,DIMM,Dual Channel
Hoodisk Electronics Co Ltd GKE400UD51208-2400AH 4GB,DDR4,15400,4,SO-DIMM,Unbuffered
Kingston 99U5702-025.A00G 8GB,DDR4,15400,8,SO-DIMM,Single Rank
Kingston 9905625-139.A00G 16GB,DDR4,15300,16,UDIMM,x8
Corsair CM4B8G1J2800K14K 8GB,DDR4,15250,8,DIMM,Unbuffered Singles
Crucial Technology BLS16G4D30AESC.M16FE 16GB,DDR4,15250,16,SO-DIMM,Single Rank x8
Apacer Technology 78.C1GS7.DFW0C 8GB,DDR4,15200,8,SO-DIMM,Single Rank x16
Corsair CMD32GX4M2A2666C15 16GB,DDR4,15200,16,DIMM,Dual Channel
Corsair CMW64GX4M8X3600C18 8GB,DDR4,15150,8,Dual In-Line Memory Module (DIMM),"2x4GB, XMP Enabled"
G Skill Intl F4-2133C15-16GFX 16GB,DDR4,15150,16,DIMM,Dual Channel
Micron Technology 18ASF1G72AZ-2G1A1 8GB,DDR4,15150,8,SO-DIMM,Single Rank x16
Crucial Technology BLS16G4D30BESB.16FD 16GB,DDR4,15150,16,SO-DIMM,PC4-1500
Micron Technology 4ATS1G64HZ-2G3B1 8GB,DDR4,15100,8,SODIMM,Single Rank
Kingston KHX2666C15D4/4G 4GB,DDR4,15100,4,DIMM,UDIMM
Kingston KHX2666C15D4/8G 8GB,DDR4,15100,8,SO-DIMM,x16
Corsair CMU32GX4M4C3000C15 8GB,DDR4,15100,8,DIMM,x4
G Skill Intl F4-3000C16-8GVRB 8GB,DDR4,15050,8,SO-DIMM,UDIMM
Corsair CMT32GX4M2C3200C14 16GB,DDR4,15000,16,DIMM,Dual Channel
A-DATA Technology DDR4 3000 2OZ 8GB,DDR4,15000,8,SO-DIMM,Single Rank
Wilk Elektronik S.A. IRH2666D464L19S/8G 8GB,DDR4,15000,8,SO-DIMM,Dual In-Line Memory Module
Corsair CMK32GX4M4B3000C15 8GB,DDR4,15000,8,DIMM,Single Rank
Patriot Memory (PDP Systems) 3000 C16 Series 4GB,DDR4,15000,4,UDIMM,x8
G Skill Intl F4-3000C16-16GVRB 16GB,DDR4,14950,16,Dual In-Line (DIMM),XMP 2.0
G Skill Intl F4-2666C19-32GNT 32GB,DDR4,14900,32,SO-DIMM,x2 x8
Team Group Inc. DDR4 3000 4GB,DDR4,14900,4,DIMM,Single Channel
G Skill Intl F4-2666C18-8GRS 8GB,DDR4,14850,8,SO-DIMM,Unbuffered
Corsair CMD16GX4M4B3300C16 4GB,DDR4,14800,4,DIMM,Dual Channel
Corsair CMSX16GX4M2A3000C16 8GB,DDR4,14800,8,DIMM,Dual Channel
Crucial Technology CT8G4SFD824A.M16FB 8GB,DDR4,14800,8,SO-DIMM,Single-Channel
Crucial Technology BL4G24C16U4B.8FB 4GB,DDR4,14800,4,SO-DIMM,Unbuffered
Kingston KHX2400C14S4/8G 8GB,DDR4,14800,8,SO-DIMM,Single Rank
Crucial Technology BLE8G4D26AFEA.16FBD 8GB,DDR4,14800,8,SO-DIMM,Dual Channel
Crucial Technology CT8G4DFD824A.M16FF 8GB,DDR4,14700,8,SO-DIMM,1Rx8
Crucial Technology CT8G4SFS832A.M8FRS 8GB,DDR4,14700,8,SO-DIMM,Single Rank
A-DATA Technology AO1E34RCSV1-BF1S 16GB,DDR4,14700,16,SO-DIMM,"Single Rank, x8"
Crucial Technology CT8G4SFD824A.C16FE 8GB,DDR4,14650,8,SO-DIMM,Dual Channel
Smart Modular SF464128CK8I6GKSEG 4GB,DDR4,14650,4,SO-DIMM,1Rx8
Micron Technology 8ATF1G64AZ-2G6H1 8GB,DDR4,14650,8,SO-DIMM,Single Rank x16
"PNY Technologies, Inc. 16GU1X16LIII43-12-K 16GB",DDR4,14650,16,SO-DIMM,2x8GB
Crucial Technology CT8G4SFRA32A.C8FE 8GB,DDR4,14600,8,SO-DIMM,x1
Crucial Technology CT8G4SFRA266.M8FRS 8GB,DDR4,14600,8,SODIMM,"Single Rank, x16"
Crucial Technology CT8G4SFS824A.C8FP 8GB,DDR4,14550,8,SO-DIMM,Single Rank
Teclast TLD416G26A30 16GB,DDR4,14500,16,SO-DIMM,Unbuffered
Crucial Technology BLT16G4D26BFT4.C16FD 16GB,DDR4,14500,16,UDIM,Dual In-Line Memory Module
Crucial Technology BL8G32C16S4B.8FE 8GB,DDR4,14500,8,SO-DIMM,Dual In-Line
Corsair CMD16GX4M4B3000C14 4GB,DDR4,14450,4,DIMM,Dual Channel
SK Hynix HMA82GU6DJR8N-XN 16GB,DDR4,14400,16,SO-DIMM,Dual In-Line
Crucial Technology CT8G4DFS824A.M8FR 8GB,DDR4,14350,8,SO-DIMM,Single Rank
Corsair CMSX16GX4M1A2666C18 16GB,DDR4,14350,16,SO-DIMM,Dual Channel
Corsair CMSX32GX4M2A2666C18 16GB,DDR4,14150,16,UDIM,Single Rank
Kingston CBD24D4S7S8ME-8 8GB,DDR4,14100,8,SO-DIMM,Unbuffered
"PNY Technologies, Inc. 16GU2X08LIII43-12-K 16GB",DDR4,14100,16,SO-DIMM,x8
Samsung M471A1K43BB1-CTD 8GB,DDR4,14000,8,SO-DIMM,Dual In-Line
Corsair CM4X16GE2666Z16K4 16GB,DDR4,13950,16,UDIMM,x4
Corsair CMT128GX4M4C3200C16 32GB,DDR4,13250,32,DIMM,Dual Channel
Wilk Elektronik S.A. IRX3200D464L16A/16G 16GB,DDR4,16750,16,SO-DIMM,Unbuffered
Kingston LV32D4U2S8HD-8X 8GB,DDR4,16350,8,SO-DIMM,Unbuffered
SanMax Technologies Inc. SMD4-U8G46ME-32AA 8GB,DDR4,15700,8,SO-DIMM,Unbuffered
G Skill Intl F4-2800C15-8GTZB 8GB,DDR4,15500,8,DIMM,x1
G Skill Intl F4-2400C17-8GSXW 8GB,DDR4,15400,8,DIMM,Unbuffered
Corsair CMU16GX4M2D3200C16 8GB,DDR4,15300,8,DIMM,"Unbuffered, Non-ECC"
Crucial Technology BLS16G4D240FSB.16FAD 16GB,DDR4,15300,16,SO-DIMM,PC4-15300
SanMax Technologies Inc. SMD4-U8G48MB-24RX 8GB,DDR4,15250,8,UDIMM,Single-Rank
Avexir Technologies Corporation DDR4-2666 CL15 8GB 8GB,DDR4,15200,8,UDIMM,Single Channel
Crucial Technology CT16G4DFD8266.M16FJ 16GB,DDR4,15200,16,DIMM,"Single Rank, x8"
Crucial Technology BLE4G4D32AEEA.K8FD 4GB,DDR4,15150,4,SO-DIMM,Single Rank x16
Crucial Technology BLS4G4D26BFSE.8FBD2 4GB,DDR4,15150,4,SO-DIMM,Single-Rank
G Skill Intl F4-3000C16-16GISB 16GB,DDR4,15150,16,SO-DIMM,Dual Channel
InnoDisk Corporation M4SI-8GS1NC0K-C 8GB,DDR4,15100,8,SO-DIMM,Unbuffered
Corsair CM4X8GE2400C14K4 8GB,DDR4,15100,8,SO-DIMM,UDIMM
Shanghai Kuxin Microelectronics Ltd NMUD480E82-2400E 8GB,DDR4,15100,8,SO-DIMM,Dual In-Line
Crucial Technology CT16G4DFD824A.M16FH 16GB,DDR4,15100,16,SO-DIMM,Single Rank
G Skill Intl F4-2666C19-8GVR 8GB,DDR4,15100,8,DIMM,X8
Corsair CMK16GX4M1B3000C15 16GB,DDR4,15050,16,DIMM,Dual Inline Memory Module
Crucial Technology BL16G26C16U4R.16FE 16GB,DDR4,15050,16,UDIMM,PC4-1533
Corsair CM4X8GD3000C16K4D 8GB,DDR4,15050,8,DIMM,"Unbuffered, Non-ECC"
G Skill Intl F4-3200C16-4GTZB 4GB,DDR4,15050,4,DIMM,Single Rank
G Skill Intl F4-3333C16-8GTZKW 8GB,DDR4,15000,8,SO-DIMM,Dual Channel
Corsair CMW16GX4M2A2666C16 8GB,DDR4,14900,8,SO-DIMM,Dual Channel
Kingston 9905711-038.A00G 8GB,DDR4,14900,8,SO-DIMM,Single Rank x16
Kingston KHX2666C16/8G 8GB,DDR4,14850,8,DIMM,UDIMM
Transcend Information TS512MLH64V4H 4GB,DDR4,14800,4,SO-DIMM,Unbuffered Single Sided
G Skill Intl F4-2400C15-16GFT 16GB,DDR4,14700,16,SO-DIMM,Dual Channel
Corsair CMK64GX4M4A2666C16 16GB,DDR4,14700,16,DIMM,Dual In-Line Memory Module
Corsair CMK64GX4M2A2400C16 32GB,DDR4,14600,32,DIMM,"Single Rank, x8"
Crucial Technology BL8G26C16U4W.8FD 8GB,DDR4,14600,8,SO-DIMM,Single-Rank
Corsair CMWX8GD3000C16W4D 8GB,DDR4,14600,8,SO-DIMM,Dual Channel
Kingston KF2666C16D4/8G 8GB,DDR4,14600,8,UDIMM (Unbuffered Dual In-Line Memory Module),PC4-1600
Mushkin MB[A/B]4U240FFFF16G 16GB,DDR4,14550,16,DIMM,UDIMM
Samsung M471A1K43DB1-CWE 8GB,DDR4,14550,8,SO-DIMM,"Unbuffered, Non-ECC"
Super Talent F24UB16GV 16GB,DDR4,14500,16,UDIMM,Single Rank
SK Hynix HMA81GU6DJR8N-WM 8GB,DDR4,14350,8,UDIM,PC4-1600C17
Team Group Inc. TEAMGROUP-SD4-2666 16GB,DDR4,14350,16,SO-DIMM,Dual Channel
SK Hynix HMAA4GS6AJR8N-XN 32GB,DDR4,14350,32,UDIMM,x16
Micron Technology 9ASF51272AZ-2G3B1 4GB,DDR4,14200,4,DIMM,Unbuffered
SK Hynix HMA82GS6DJR8N-WM 16GB,DDR4,14000,16,UDIMM,Single Rank
Crucial Technology CT16G4SFD8266.C16FE 16GB,DDR4,13950,16,SO-DIMM,Single Module
Gold Key Technology Co Ltd NMUD416F82-3200D 16GB,DDR4,13700,16,UDIMM,Dual Channel
Chun Well Technology Holding Limited D4U0832161B 8GB,DDR4,16150,8,SO-DIMM,Dual Channel
AMD R948G3206U2S 8GB,DDR4,15700,8,SO-DIMM,Single Rank x16
Corsair CM4B8G1J2400A16K2-ON 8GB,DDR4,15600,8,SO-DIMM,Single-Rank
Apacer Technology GD2.1831WS.001 16GB,DDR4,15500,16,SO-DIMM,x4
Kingston 9905665-021.A00G 4GB,DDR4,15450,4,SO-DIMM,Dual Channel
Crucial Technology BL8G30C15U4R.8FE 8GB,DDR4,15400,8,SO-DIMM,Single-Channel
Silicon Power Computer & Communications SP016GXLZU320BSA 16GB,DDR4,15400,16,SO-DIMM,Dual Channel
Apacer Technology 78.CAGNT.4050B 8GB,DDR4,15300,8,SO-DIMM,Unspecified (since there's no specific information provided)
Crucial Technology BLS4G4D240FSB.M8FBD 4GB,DDR4,15250,4,SO-DIMM,Single Rank
Corsair CMK16GX4M2D2400C14 8GB,DDR4,15250,8,DIMM,Single Channel
Corsair CMSX8GX4M2A2666C18 4GB,DDR4,15250,4,SO-DIMM,Unregistered/ECC
Corsair CM4B16G1J2400A16K2-O 16GB,DDR4,15250,16,UDIMM (Unbuffered Dual In-Line Memory Module),16x1GB (8x2GB)
Gloway International Co. Ltd. STK4U2400D17082C 8GB,DDR4,15200,8,SO-DIMM,
Kingston 9905670-012.A00G 8GB,DDR4,15200,8,SO-DIMM,
Kingston 9905678-058.A00G 4GB,DDR4,15200,4,DIMM,UDIMM
Corsair CMT16GX4M2K4266C19 8GB,DDR4,15200,8,UDIM (Unbuffered DIMM),x4
G Skill Intl F4-3000C16-16GSXWB 16GB,DDR4,15200,16,DIMM,Dual Channel
Teikon TMA41GU6AFR8N-TFSC 8GB,DDR4,15200,8,SO-DIMM,Dual Channel
Jinyu 16GB,DDR4,15100,16,UDIMM,Single Rank x8
SK Hynix HMA81GU6DJR8N-XN 8GB,DDR4,15100,8,SO-DIMM,UDIMM
G Skill Intl F4-3333C16-16GTZKW 16GB,DDR4,15050,16,UDIM,Dual Channel
G Skill Intl F4-2800C16-8GVR 8GB,DDR4,15000,8,DIMM,Dual Channel
Corsair CMK16GX4M2C3000C16 8GB,DDR4,15000,8,DIMM,Dual Channel
Crucial Technology BL8G26C16U4B.8FE 8GB,DDR4,15000,8,SO-DIMM,"Unbuffered, Single Rank"
EXCELERAM EKBLACK4163016AD 8GB,DDR4,15000,8,DIMM,Single Rank x16
Avexir Technologies Corporation DDR4-2666 CL17 4GB 4GB,DDR4,14950,4,SO-DIMM,Single Channel
Samsung M391A2K43BB1-CRC 16GB,DDR4,14950,16,DIMM,2Rx8
Golden Empire CL16-18-18 D4-3000 16GB,DDR4,14900,16,SO-DIMM,x2
Micron Technology 8ATF1G64AZ-3G2R1 8GB,DDR4,14900,8,SO-DIMM,Unbuffered
Chun Well Technology Holding Limited D4U0826190B 8GB,DDR4,14800,8,SO-DIMM,x16
Panram International Corporation W4N2400PS-8G 8GB,DDR4,14750,8,SO-DIMM,Single-Rank x16
Crucial Technology BLT4G4D26AFTA.8FBD 4GB,DDR4,14700,4,SO-DIMM,Unbuffered
"PNY Technologies, Inc. 8GBU1X08JGGG39-12-K 8GB",DDR4,14650,8,SO-DIMM,UDIMM
Kingston 9905700-017.A00G 8GB,DDR4,14600,8,SO-DIMM,Dual Channel
Crucial Technology BL8G26C16S4B.8FD 8GB,DDR4,14600,8,SO-DIMM,Single Rank
Corsair CM4X16GE2133C13K8 16GB,DDR4,14500,16,UDIMM,x16
SK Hynix HMAA2GS6CJR8N-XN 16GB,DDR4,14450,16,SODIMM,1Rx8
Crucial Technology CT16G4SFD824A.M16FA 16GB,DDR4,14400,16,SO-DIMM,Dual In-Line
Corsair CMU64GX4M4D3000C16 16GB,DDR4,14250,16,DIMM,Dual Channel
Avexir Technologies Corporation DDR4-3200 C16 8GB 8GB,DDR4,14200,8,SO-DIMM,Dual Channel
Crucial Technology CT32G4DFD8266.M16FB 32GB,DDR4,14100,32,UDIM,Dual In-Line
Corsair CMU64GX4M4C3200C16 16GB,DDR4,14000,16,DIMM,Dual Channel
Corsair CMK64GX4M4E3200C16 16GB,DDR4,13850,16,DIMM,Quad Channel
Corsair CMW128GX4M8C3200C16 16GB,DDR4,13750,16,DIMM,Dual In-Line Memory Module (x8)
Corsair CMU64GX4M4A2666C16 16GB,DDR4,13650,16,DIMM,Single Rank
Kingston 9905744-024.A00G 16GB,DDR4,13650,16,SO-DIMM,x8
Corsair CMK192GX4M12P3200C16 16GB,DDR4,13550,16,DIMM,Dual Inline Memory Module (DIMM) x2
PUSKILL PJ8TFK1GM8 8GB,DDR4,12950,8,SO-DIMM,Single-Rank x16
SK Hynix HMA81GS6CJRJR-VK 8GB,DDR4,16000,8,SO-DIMM,1Rx8
Hewlett-Packard 7EH68AA# 16GB,DDR4,15650,16,SODIMM,Dual-Channel
Panram International Corporation PUD42400C154G4NJK 4GB,DDR4,15600,4,UDIMM,Single Rank x16
Corsair CMU32GX4M4C3000C16 8GB,DDR4,15600,8,SO-DIMM,Dual Channel
Samsung V-GeN D4S8GL26A8TL5 8GB,DDR4,15400,8,SO-DIMM,Single Rank
Kingston 9965639-002.A01G 8GB,DDR4,15350,8,SO-DIMM,Unbuffered
Avant Technology W641GU67J5213N8 8GB,DDR4,15300,8,SO-DIMM,Dual Channel
G Skill Intl F4-3600C19-16GSXW 16GB,DDR4,15300,16,SO-DIMM,Dual Channel
Kingston 8ATF1G64AZ-2G1B1 8GB,DDR4,15250,8,SO-DIMM,Unbuffered
Panram International Corporation L421008G4C1528K34O8A 8GB,DDR4,15150,8,SO-DIMM,Dual In-Line
Golden Empire CL19-25-25 D4-4000 4GB,DDR4,15150,4,DIMM,Dual In-Line Memory Module
Transcend Information TS1GLH64V4B 8GB,DDR4,15100,8,SO-DIMM,Dual Channel
Wilk Elektronik S.A. GR2400D464L17S/4G 4GB,DDR4,15100,4,SO-DIMM,Unbuffered
Corsair CMK8GX4M2D2666C16 4GB,DDR4,15100,4,DIMM,Dual Channel
Mushkin MR[A/B]4U266GHHF8G 8GB,DDR4,15100,8,UDIMM (Unbuffered Dual In-Line Memory Module),Dual Channel
GIGA - BYTE Technology Co Ltd GR26C16S8K2HU416 8GB,DDR4,15100,8,SO-DIMM,Single-Rank x8
EVGA 16G-D4-2666-MR 4GB,DDR4,15050,4,DIMM,"Single Rank, x8"
Corsair CMK16GX4M2A2800C16 8GB,DDR4,15050,8,Dual In-Line Memory Module (DIMM),"Single Rank, x16"
Kingston X6TCK6-MIE 32GB,DDR4,15000,32,UDIMM,Dual In-Line Memory Module
Gloway International Co. Ltd. TYA4U2400D17081C 8GB,DDR4,14950,8,UDIMM,1Rx4
Kingston KMKYF9-HYA 8GB,DDR4,14850,8,SO-DIMM,Dual Channel
Apacer Technology 78.C1GMS.C7Z0C 8GB,DDR4,14850,8,SO-DIMM,Dual Channel
G Skill Intl F4-3733C17-16GTZSW 16GB,DDR4,14850,16,SO-DIMM,Dual Channel
Crucial Technology BLS4G4D240FSB.M8FADG 4GB,DDR4,14850,4,SO-DIMM,Unbuffered
Micron Technology 18ASF2G72AZ-2G6D1 16GB,DDR4,14800,16,SO-DIMM,Dual Inline Memory Module (DIMM)
Corsair CMK16GX4M2A2666C16 8GB,DDR4,14800,8,DIMM,Dual Channel
Avant Technology J641GU49J2320NE 8GB,DDR4,14750,8,SO-DIMM,Dual Channel
Crucial Technology CT4G4SFS824A.C8FBR2 4GB,DDR4,14700,4,SO-DIMM,Unbuffered
G Skill Intl F4-2800C14-16GVK 16GB,DDR4,14700,16,UDIMM,Dual Channel
Corsair CMK32GX4M2A2666C16 16GB,DDR4,14700,16,DIMM,Dual Channel
G Skill Intl F4-2666C19-16GIS 16GB,DDR4,14700,16,SO-DIMM,Unbuffered
G Skill Intl F4-2666C19-8GIS 8GB,DDR4,14650,8,SO-DIMM,Unbuffered
Ramaxel Technology RMSA3320MJ78HAF-3200 8GB,DDR4,14650,8,SO-DIMM,Dual In-Line
Apacer Technology 78.C1GS7.AUW0B 8GB,DDR4,14600,8,SO-DIMM,"Unbuffered, Single-Sided, Non-ECC"
Corsair CMK16GX4M2Z2666C16 8GB,DDR4,14600,8,DIMM,Dual Channel
Crucial Technology BLS8G4S240FSD.16FBD2 8GB,DDR4,14600,8,SODIMM,PC4-1600
Kingston KP6FH5-MIE 32GB,DDR4,14600,32,SO-DIMM,Dual In-Line
Crucial Technology BLS4G4D240FSB.8FAR 4GB,DDR4,14550,4,SO-DIMM,Single Rank
Patriot Memory (PDP Systems) 2666 C15 Series 4GB,DDR4,14550,4,SO-DIMM,Dual In-Line
Crucial Technology BLS16G4D240FSC.16FBR 16GB,DDR4,14550,16,SO-DIMM,Single Rank x8
Kingston KHX2666C16S4/16G 16GB,DDR4,14550,16,DIMM,UDIMM
G Skill Intl F4-3000C16-8GVSB 8GB,DDR4,14500,8,DIMM,Dual Channel
G Skill Intl F4-3000C14-16GVR 16GB,DDR4,14500,16,SO-DIMM,Dual Channel
G Skill Intl F4-2800C18-8GRS 8GB,DDR4,14400,8,SO-DIMM,Unbuffered Single-Sided
SK Hynix HMA82GU6JJR8N-VK 16GB,DDR4,14400,16,UDIM,Dual In-Line Memory Module (DIMM)
Panram International Corporation W4N2666PS-16G 16GB,DDR4,14250,16,SO-DIMM,x2
Crucial Technology CT16G4DFRA266.M16FR 16GB,DDR4,14250,16,SO-DIMM,Dual Channel
Crucial Technology CT32G4SFD8266.C16FB 32GB,DDR4,14250,32,SO-DIMM,Single Rank
Corsair CMK16GX4M2B4266C19 8GB,DDR4,14250,8,SO-DIMM (standard for most desktop RAM modules),Dual Channel
Chun Well Technology Holding Limited D4U0836181B 8GB,DDR4,14200,8,SO-DIMM,Unbuffered
Corsair CMK64GX4M4B3333C16 16GB,DDR4,14200,16,UDIM,Dual Channel
Corsair CMW32GX4M4Z4000C18 8GB,DDR4,14200,8,SO-DIMM,X16
Samsung M471A4G43AB1-CWE 32GB,DDR4,14200,32,SO-DIMM,Single Rank x16
Kingston ACR26D4U9S8ME-8X 8GB,DDR4,14150,8,SO-DIMM,Single Rank
Patriot Memory (PDP Systems) 3000 C18 Series 16GB,DDR4,14150,16,SO-DIMM,Dual Channel
SK Hynix HMA82GS6DJR8N-XN 16GB,DDR4,14000,16,SO-DIMM,"x8, dual-channel"
A-DATA Technology AO1P32NCSV1-BEWS 16GB,DDR4,13950,16,SO-DIMM,Dual Channel
Corsair CMD128GX4M8A2666C15 16GB,DDR4,13100,16,DIMM,Dual Channel
Corsair CMR64GX4M8C3200C16 8GB,DDR4,11550,8,DIMM,Dual Inline Memory Module
Essencore Limited IM48GU88A30-FGGHMB 8GB,DDR4,15850,8,SO-DIMM,Dual Channel
Kingston XJV223-MIE-NX 16GB,DDR4,15700,16,UDIMM,Dual Channel
G Skill Intl F4-2133C15-16GFXR 16GB,DDR4,15500,16,SO-DIMM,Single Channel
Corsair CM4X4GF3000C15K4 4GB,DDR4,15350,4,DIMM,Single Channel
Corsair CM4B8G1J2400A16K2-O 8GB,DDR4,15250,8,DIMM,"Unbuffered, Single Rank, 16x128MB"
Shanghai Kuxin Microelectronics Ltd NMUD480E82-2666 8GB,DDR4,15200,8,SO-DIMM,Single Rank x16
Kingston KHX3000C16D4/32GX 32GB,DDR4,15200,32,DIMM,"Dual In-Line Memory Module, x4"
Patriot Memory (PDP Systems) 2400 C14 Series 8GB,DDR4,15150,8,SO-DIMM,Dual Channel
Crucial Technology BLS8G4D240FSA.16FBD 8GB,DDR4,15150,8,SO-DIMM,x1
Team Group Inc. TEAMGROUP-UD4-2800 8GB,DDR4,15100,8,UDIMM,Dual Channel
"PNY Technologies, Inc. 8GBF2X04JEEE35-12-K 8GB",DDR4,15100,8,SO-DIMM,F2x4
G Skill Intl F4-2400C15-8GTZRX 8GB,DDR4,15050,8,SO-DIMM,Dual Channel
Crucial Technology BLS4G4D240FSC.8FBD 4GB,DDR4,15050,4,SO-DIMM,Unbuffered
SK Hynix HMA82GU6CJR8N-XN 16GB,DDR4,15000,16,SO-DIMM,"1Rx8, LPDDR4"
Corsair CMU16GX4M2A2666C16 8GB,DDR4,14850,8,UDIM,Dual Channel
Crucial Technology BLS8G4D240FSB.M16FBD 8GB,DDR4,14750,8,SO-DIMM,x16
Crucial Technology BLS4G4D240FSC.M8FADG 4GB,DDR4,14700,4,SO-DIMM,Unbuffered
Kingston KHX2666C15/16GX 16GB,DDR4,14700,16,DIMM,Dual In-Line Memory Module (x8)
Crucial Technology CT8G4DFS8266.C8FE 8GB,DDR4,14650,8,SO-DIMM,x4
G Skill Intl F4-3000C15-8GRK 8GB,DDR4,14650,8,Dual In-Line Memory Module (DIMM),Unbuffered
Wilk Elektronik S.A. GX2400S464L17S/8G-S1 8GB,DDR4,14600,8,DIMM,
Crucial Technology BLS8G4D240FSBK.8FBD 8GB,DDR4,14600,8,SO-DIMM,Single Rank x16
Kingston 9905678-014.A00G 4GB,DDR4,14600,4,UDIM,Single Channel
Kingston KHX2666C16/16G 16GB,DDR4,14600,16,DIMM,UDIMM
SK Hynix HMA81GU6CJR8N-XN 8GB,DDR4,14600,8,SO-DIMM,1Rx8
Avant Technology W641GU48J7240ND 8GB,DDR4,14600,8,SO-DIMM,Single Channel
Kingston KHX3000C15D4/4GX 4GB,DDR4,14600,4,DIMM,Single-Channel
Patriot Memory (PDP Systems) 2666 C16 Series 8GB,DDR4,14550,8,SO-DIMM,Single Channel
G Skill Intl F4-3200C16-8GTZKY 8GB,DDR4,14500,8,DIMM,Dual Channel
Hoodisk Electronics Co Ltd GKE800SO51216-2400 8GB,DDR4,14450,8,SO-DIMM,"Single Rank, x16"
Hynix Semiconductor (Hyundai Electronics) HMA81GU6CJR8N-UH 8GB,DDR4,14450,8,SO-DIMM,Unbuffered
Patriot Memory (PDP Systems) PSD416G26662 16GB,DDR4,14450,16,SO-DIMM,PC4-1800
Micron Technology 16ATF2G64AZ-2G6J1 16GB,DDR4,14400,16,UDIMM,x8
Kingston 99U5700-014.A00G 8GB,DDR4,14400,8,SO-DIMM,
"PNY Technologies, Inc. 8GBF1X08LFHH35-12-K 8GB",DDR4,14350,8,SO-DIMM,1Rx8
Crucial Technology CT16G4SFD8266.C16FD1 16GB,DDR4,14300,16,UDIMM,Single Rank
