Name,Socket,Chipset,MaxRAMSpeed,MemoryType,SupportedStorageInterfaces,SupportedFormFactors,Formfactor
Asrock Fatal1ty 970 Performance/3.1,AM3+,AMD 970,1866 MHz,DDR3,"SATA III, SATA II, IDE","Hard Drive, SSD, M.2",ATX
Biostar J3160NH,Onboard CPU,SOC,DDR3 1333MHz,DDR3,"SATA III, M.2 (SATA and PCIe)",,Mini-ITX
Supermicro X11DPH-i,2x LGA 3647,Intel C622,DDR4-2400 MHz,DDR4,"SATA III, PCIe NVMe, M.2 NVMe, U.2 NVMe","2.5"" SSD, M.2 SSD, U.2 SSD",E-ATX
Asrock B150M-ITX,LGA 1151,Intel B150,DDR4 2400,,"SATA III, M.2 (SATA and PCIe)","M.2, U.2",Mini-ITX
Asrock B550 Extreme4,AM4,AMD B550,5100 MHz (OC),"DDR4, DDR5","SATA III, PCIe NVMe, M.2","U.2, M.2",ATX
Gigabyte GA-H110-D3,LGA 1151,Intel H110,DDR4 2400MHz,DDR4,"SATA III, M.2","2.5"", 3.5""",ATX
Asus Q170T,LGA 1151,Intel Q170,DDR4 2400MHz,DDR4,"SATA III, M.2 NVMe",,Thin Mini-ITX
Asrock Fatal1ty H97 Killer,LGA 1150,Intel H97,DDR3 16000 MHz (PC4-12800),DDR3,"SATA III, PCIe NVMe","2.5"", M.2",ATX
Gigabyte GA-H110M-M.2,LGA 1151,Intel H110,DDR4-2400,DDR4,"SATA III, M.2 NVMe",M.2,Micro-ATX
Biostar B350GT3,AM4,AMD B350,3200 MHz,DDR4,"SATA III, M.2 NVMe","2.5-inch HDD, M.2 SSD",Micro-ATX
Supermicro X11SSH-LN4F,LGA 1151,Intel C236,DDR4-2400,DDR4,"SATA III, PCIe NVMe","2.5"" and 3.5""",Micro-ATX
Asrock Fatal1ty B450 Gaming-ITX/ac,AM4,AMD B450,3200 MHz,DDR4,"SATA III, M.2 (NVMe)","mSATA, M.2",Mini-ITX
ECS H110M4-C3V,LGA 1151,Intel H110,DDR4 2400,DDR4,"SATA III, M.2 (SATA and PCIe)",,Micro-ATX
Maxsun MS-Z170 Pro Terminator,LGA 1151,Intel Z170,DDR4-3200,DDR4,"SATA III, PCIe NVMe, M.2",M.2,ATX
MSI H370M Bazooka,LGA 1151,Intel H370,DDR4 2400 MHz,DDR4,"SATA III, M.2 (SATA and PCIe)","HDD, SSD",Micro-ATX
Asus Prime H310M-A,LGA 1151,Intel H310,DDR4 2400 MHz,DDR4,"SATA III, M.2 (SATA and PCIe)","2.5-inch HDD, M.2 SSD",Micro-ATX
MSI B250I Pro,LGA 1151,Intel B250,DDR4 2400MHz,DDR4,"SATA III, M.2 NVMe, PCIe NVMe","2.5"", M.2",Mini-ITX
Asrock X299 Steel Legend,LGA 2066,Intel X299,DDR4 4600+(OC),DDR4,"SATA III, PCIe NVMe, M.2","M.2 (SATA, PCIe), U.2",ATX
Asrock B365M-ITX/ac,LGA 1151,Intel B365,DDR4 3200 MHz,DDR4,"SATA III, M.2 NVMe, M.2 SATA","mSATA, M.2",Mini-ITX
Asrock H110TM-ITX,LGA 1151,Intel H110,DDR4 2133 MHz,DDR4 SDRAM,"SATA III (6Gb/s), M.2 (NGFF)",Mini-ITX,Thin Mini-ITX
Asus ROG Crosshair VIII Formula,AM4,AMD X570,4800 MHz (OC) / 3200 MHz (Non-OC),DDR4,"M.2 NVMe, SATA III, PCIe x4, U.2","M.2, SATA",ATX
MSI H370 Gaming Pro Carbon,LGA 1151,Intel H370,DDR4 2400 MHz,DDR4,"SATA III, M.2 NVMe, PCIe x4","M.2 (2280), U.2, SATA",ATX
Asus ROG Crosshair VII Hero,AM4,AMD X470,DDR4 3200MHz (OC),DDR4 SDRAM,"SATA III, M.2 NVMe, U.2 NVMe, USB 3.1 Gen 2","M.2, U.2",ATX
MSI B250M Bazooka Opt Boost,LGA 1151,Intel B250,DDR4 2400MHz,DDR4,"SATA III, PCIe x4","M.2, U.2",Micro-ATX
Gigabyte GA-X170-Extreme ECC,LGA 1151,Intel C236,DDR4 2400,DDR4,"SATA III, M.2 NVMe, PCIe x4","SATA, mSATA, M.2",ATX
Asus ROG Strix X299-E Gaming,LGA 2066,Intel X299,DDR4-3200,DDR4,"SATA III, PCIe NVMe, M.2, U.2","2.5"", 3.5""",ATX
EVGA Z370 Micro,LGA 1151,Intel Z370,DDR4 2400,DDR4,"SATA III, PCIe NVMe, M.2","2.5"", mSATA",Micro-ATX
MSI H110I Pro,LGA 1151,Intel H110,DDR4 2133,DDR4,"SATA III, M.2 (SATA and PCIe)",,Mini-ITX
Asrock H170 Pro4/D3,LGA 1151,Intel H170,DDR4 2400 (OC),DDR4,"SATA III, M.2, PCIe NVMe","mSATA, M.2, SATA HDD/SSD, PCIe NVMe SSD",ATX
Asus H170-Pro,LGA 1151,Intel H170,DDR4-2400,DDR4,"SATA III, M.2, PCIe NVMe","2.5"", mSATA, M.2",ATX
Asrock X58 Deluxe,LGA 1366,Intel X58,DDR3 1600MHz (OC),DDR3,"SATA II, SATA III, eSATA, PCIe x2, PCIe x4","HDD, SSD",ATX
Asrock Z370 Killer SLI,LGA 1151,Intel Z370,DDR4 3200,DDR4,"SATA III, M.2 NVMe, U.2","2.5-inch HDD, M.2 SSD",ATX
Biostar TB250-BTC D+,LGA 1151,Intel B250,DDR4-2400,DDR4,"SATA III, PCIe NVMe",M.2,Proprietary
Asrock H110M-GL/D3,LGA 1151,Intel H110,DDR4 2133 MHz (or OC to DDR4 2400 MHz),DDR4 SDRAM,"SATA III, PCIe NVMe","2.5"", M.2",Micro-ATX
Asrock H170 Combo,LGA 1151,Intel H170,DDR3/DDR4 2400MHz,DDR3/DDR4,"SATA III, PCIe NVMe","2.5"", M.2, U.2",ATX
MSI B150M PRO-VD D3,LGA 1151,Intel B150,DDR4 2400 MHz,DDR4,"SATA III, M.2","2.5-inch HDD, M.2 SSD",Micro-ATX
Asrock IMB-390-L,LGA 1151,Intel Q170,DDR4 2400MHz (or OC to DDR4 3200MHz),DDR4,"SATA III, M.2 NVMe, U.2 NVMe","SATA III (HDD/SSD), M.2 NVMe (SSD), U.2 NVMe (SSD)",Micro-ATX
Gigabyte GA-990FXA-UD3 Rev. 1.2,AM3+,AMD 990FX,DDR3 2400MHz,DDR3,"SATA III, PCIe, eSATA","2.5"", 3.5""",ATX
Asrock X99 Extreme11,LGA 2011-3,Intel X99,DDR4 3200,DDR4,"SATA III, M.2, PCIe NVMe","2.5"", 3.5""",E-ATX
Asus EX-B360M-V5,LGA 1151,Intel B360,DDR4 2400MHz (OC),DDR4 SDRAM,"SATA III, M.2 NVMe, UFS","2.5-inch HDD, M.2 SSD, SATA DVD/CD",Micro-ATX
Asrock B150M Pro4/D3,LGA 1151,Intel B150,DDR4 2400MHz,DDR4,"SATA III, M.2, PCIe NVMe","2.5"", 3.5""",Micro-ATX
Gigabyte H310M S2V,LGA 1151,Intel H310,DDR4 2400,DDR4,"SATA III, PCIe NVMe","HDD, SSD",Micro-ATX
Gigabyte C621 Aorus Xtreme,LGA 3647,Intel C621,DDR4-3200,DDR4,"SATA III, PCIe NVMe","2.5-inch HDD, M.2 SSD",E-ATX
Supermicro X11DDW-NT,2x LGA 3647,Intel C622,DDR4-2933 MHz,DDR4,"SATA III, PCIe NVMe, M.2 NVMe, U.2","EDSFF, SFF-TA",Proprietary
Asrock H310M-HDV,LGA 1151,Intel H310,DDR4 2400,DDR4,"SATA III, M.2 (NVMe), M.2 (SATA)",,Micro-ATX
Gigabyte GA-H170M-HD3 DDR3,LGA 1151,Intel H170,2400MHz (based on the DDR3 memory type),DDR3,"SATA III, M.2 (SATA and PCIe), USB-C","2.5-inch HDD, M.2 SSD",Micro-ATX
MSI Z270 Gaming M6 AC,LGA 1151,Intel Z270,DDR4-3400,DDR4,"SATA III, PCIe NVMe, M.2","2.5-inch HDD, M.2 SSD, mSATA SSD",ATX
Asus ROG Blitz Formula,LGA 775,Intel P35,DDR2-1066MHz,DDR2,"SATA II, PCIe x1, IDE",,ATX
Asus TUF Z390-Pro Gaming,LGA 1151,Intel Z390,DDR4 4600(O.C.),DDR4,"SATA III, PCIe NVMe, M.2 (Key E), U.2","AHCI, RAID",ATX
Gigabyte X299 UD4 EX,LGA 2066,Intel X299,DDR4 3200MHz (OC),DDR4,"SATA III, PCIe NVMe","M.2, U.2, SATA",ATX
MSI H110 PC Mate,LGA 1151,Intel H110,DDR4-2400,DDR4,"SATA III, M.2, PCIe NVMe","2.5"", 3.5""",ATX
Asrock B460 Steel Legend,LGA 1200,Intel B460,DDR4 3200(O.C.),DDR4,"SATA III, M.2 NVMe, M.2 SATA","2.5"", 3.5""",ATX
Asus TUF B450-Pro Gaming,AM4,AMD B450,3200 MHz (assuming this is the maximum RAM speed supported by the motherboard),DDR4 (since it's an AM4 socket and supports DDR4 memory type),"SATA, PCIe NVMe (likely supports M.2 and SATA III ports for storage devices)","U.2, M.2, SATA (supports various form factors for storage devices like U.2, M.2, and traditional SATA interfaces)",ATX
Asus ROG Strix B360-F Gaming,LGA 1151,Intel B360,DDR4 2400MHz,DDR4 SDRAM,"SATA III, PCIe NVMe, M.2 (Key E)",M.2 SSD,ATX
MSI B150M Gaming Pro,LGA 1151,Intel B150,DDR4 2400MHz,DDR4,"SATA III, M.2, PCIe NVMe","2.5"", mSATA",Micro-ATX
Gigabyte G1.Sniper,LGA 1366,Intel X58,DDR3 2600 (OC),DDR3,"SATA III, SATA II, IDE, eSATA","HDD, SSD, USB Drive",E-ATX
Asus ROG Crosshair VI Hero Wi-Fi AC,AM4,AMD X370,3200 MHz (PCIe 3.0),DDR4 SDRAM,"SATA III, M.2 NVMe, PCIe x4","M.2, U.2",ATX
Asrock Fatal1ty 990FX Killer/3.1,AM3+,AMD 990FX,DDR3 2400MHz,DDR3,"SATA III, PCIe x4, PCIe x16","HDD, SSD, M.2",ATX
MSI B450M Gaming Plus,AM4,AMD B450,3200 MHz (assuming it's a DDR4-capable board),DDR4,"SATA III, M.2 NVMe","M.2, U.2, SATA",Micro-ATX
Asrock B460M-ITX/ac,LGA 1200,Intel B460,DDR4 3200 MHz (OC),DDR4,"M.2 NVMe, SATA III","M.2, U.2",Mini-ITX
Asrock H110M-ITX,LGA 1151,Intel H110,2133 MHz ( DDR4 ),DDR4,"SATA III, M.2",,Micro-ATX
Asrock H470 Phantom Gaming 4,LGA 1200,Intel H470,DDR4 3200(O.C.),DDR4,"SATA III, PCIe NVMe","M.2 (Key E), M.2 (Key M)",ATX
EVGA X299 FTW-K,LGA 2066,Intel X299,DDR4-2933 (or higher with specific memory modules),DDR4,"SATA III, PCIe NVMe, M.2 NVMe","2.5"" and 3.5"" HDDs, M.2 SSDs",E-ATX
